



aut-num:        AS213220
as-name:        DATA-DELTA-AS
org:            ORG-DL98-RIPE
import:         from AS202984 accept ANY
export:         to AS202984 announce AS-DELTA-DED-SET
import:         from AS49531 accept ANY
export:         to AS49531 announce AS-DELTA-DED-SET
sponsoring-org: ORG-NGs2-RIPE
admin-c:        AMB385-RIPE
tech-c:         AMB385-RIPE
status:         ASSIGNED
mnt-by:         RIPE-NCC-END-MNT
mnt-by:         MNT-DELTA-LTD
created:        2020-05-18T16:34:01Z
last-modified:  2024-09-16T10:46:31Z
source:         RIPE



